group,model_tag,file,filename,layer,k,autointerp_score,autointerp_std_dev,latent_score_mean,latent_score_sum,n_latents,is_ckpt,score_source
mask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_mask_sae_interp_results/dream_7b_layer27_l0_160.json,dream_7b_layer27_l0_160.json,27,160,0.68,0.28987682113023705,0.6800000000000002,68.00000000000001,100,False,per_latent_results
mask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_mask_sae_interp_results/dream_7b_layer27_l0_320.json.ckpt.json,dream_7b_layer27_l0_320.json.ckpt.json,27,320,,,0.652958152958153,64.64285714285714,99,True,latents
mask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_mask_sae_interp_results/dream_7b_layer27_l0_50.json,dream_7b_layer27_l0_50.json,27,50,0.7048901098901099,0.27485414010622905,0.7048901098901099,70.48901098901099,100,False,per_latent_results
mask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_mask_sae_interp_results/dream_7b_layer27_l0_520.json,dream_7b_layer27_l0_520.json,27,520,0.6888095238095238,0.2747964614730241,0.6888095238095238,68.88095238095238,100,False,per_latent_results
mask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_mask_sae_interp_results/dream_7b_layer27_l0_80.json,dream_7b_layer27_l0_80.json,27,80,0.7088095238095238,0.2555196785424735,0.7088095238095239,70.8809523809524,100,False,per_latent_results
mask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_mask_sae_interp_results/dream_7b_layer27_l0_820.json,dream_7b_layer27_l0_820.json,27,820,0.659047619047619,0.27882324800510794,0.6590476190476191,65.90476190476191,100,False,per_latent_results
mask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_mask_sae_interp_results/dream_7b_layer5_l0_160.json,dream_7b_layer5_l0_160.json,5,160,0.7857142857142857,0.22337851101588413,0.7857142857142858,78.57142857142858,100,False,per_latent_results
mask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_mask_sae_interp_results/dream_7b_layer5_l0_320.json,dream_7b_layer5_l0_320.json,5,320,0.7735714285714286,0.21524902521763684,0.7735714285714289,77.35714285714289,100,False,per_latent_results
mask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_mask_sae_interp_results/dream_7b_layer5_l0_50.json,dream_7b_layer5_l0_50.json,5,50,0.7696428571428571,0.22074507285148773,0.7696428571428572,76.96428571428572,100,False,per_latent_results
mask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_mask_sae_interp_results/dream_7b_layer5_l0_520.json,dream_7b_layer5_l0_520.json,5,520,0.7542857142857143,0.2227655489430948,0.7542857142857144,75.42857142857144,100,False,per_latent_results
mask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_mask_sae_interp_results/dream_7b_layer5_l0_80.json,dream_7b_layer5_l0_80.json,5,80,0.8157142857142857,0.18794810399660425,0.8157142857142858,81.57142857142858,100,False,per_latent_results
mask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_mask_sae_interp_results/dream_7b_layer5_l0_820.json,dream_7b_layer5_l0_820.json,5,820,0.75,0.23200545384159593,0.75,75.0,100,False,per_latent_results
unmask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_unmask_sae_interp_results/dream_7b_layer10_l0_160.json,dream_7b_layer10_l0_160.json,10,160,0.8492857142857143,0.17580572533687433,0.8492857142857143,84.92857142857143,100,False,per_latent_results
unmask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_unmask_sae_interp_results/dream_7b_layer10_l0_320.json,dream_7b_layer10_l0_320.json,10,320,0.7864285714285714,0.20714162561210264,0.7864285714285715,78.64285714285715,100,False,per_latent_results
unmask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_unmask_sae_interp_results/dream_7b_layer10_l0_50.json,dream_7b_layer10_l0_50.json,10,50,0.8285714285714286,0.19846348556356863,0.8285714285714286,82.85714285714286,100,False,per_latent_results
unmask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_unmask_sae_interp_results/dream_7b_layer10_l0_520.json,dream_7b_layer10_l0_520.json,10,520,0.7857142857142857,0.2022828894072328,0.7857142857142858,78.57142857142858,100,False,per_latent_results
unmask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_unmask_sae_interp_results/dream_7b_layer10_l0_80.json,dream_7b_layer10_l0_80.json,10,80,0.82,0.2155865279195529,0.82,82.0,100,False,per_latent_results
unmask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_unmask_sae_interp_results/dream_7b_layer10_l0_820.json,dream_7b_layer10_l0_820.json,10,820,0.7879761904761905,0.21852094421639426,0.7879761904761905,78.79761904761905,100,False,per_latent_results
unmask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_unmask_sae_interp_results/dream_7b_layer14_l0_160.json,dream_7b_layer14_l0_160.json,14,160,0.7678571428571429,0.24082659524976024,0.7678571428571429,76.78571428571429,100,False,per_latent_results
unmask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_unmask_sae_interp_results/dream_7b_layer14_l0_320.json,dream_7b_layer14_l0_320.json,14,320,0.7395238095238095,0.23422618291280922,0.7395238095238095,73.95238095238095,100,False,per_latent_results
unmask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_unmask_sae_interp_results/dream_7b_layer14_l0_50.json,dream_7b_layer14_l0_50.json,14,50,0.7311904761904762,0.27053518387501047,0.7311904761904762,73.11904761904762,100,False,per_latent_results
unmask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_unmask_sae_interp_results/dream_7b_layer14_l0_520.json,dream_7b_layer14_l0_520.json,14,520,0.7085714285714286,0.2479878206357592,0.7085714285714286,70.85714285714286,100,False,per_latent_results
unmask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_unmask_sae_interp_results/dream_7b_layer14_l0_80.json,dream_7b_layer14_l0_80.json,14,80,0.802142857142857,0.2370858365182345,0.802142857142857,80.21428571428571,100,False,per_latent_results
unmask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_unmask_sae_interp_results/dream_7b_layer14_l0_820.json,dream_7b_layer14_l0_820.json,14,820,0.6971428571428571,0.2749990723546506,0.6971428571428574,69.71428571428574,100,False,per_latent_results
unmask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_unmask_sae_interp_results/dream_7b_layer1_l0_160.json,dream_7b_layer1_l0_160.json,1,160,0.7828571428571429,0.21944270787797057,0.7828571428571429,78.28571428571429,100,False,per_latent_results
unmask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_unmask_sae_interp_results/dream_7b_layer1_l0_320.json,dream_7b_layer1_l0_320.json,1,320,0.7471428571428571,0.2442021578069101,0.7471428571428573,74.71428571428574,100,False,per_latent_results
unmask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_unmask_sae_interp_results/dream_7b_layer1_l0_50.json,dream_7b_layer1_l0_50.json,1,50,0.8957142857142857,0.1706589868595216,0.8957142857142857,89.57142857142857,100,False,per_latent_results
unmask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_unmask_sae_interp_results/dream_7b_layer1_l0_520.json,dream_7b_layer1_l0_520.json,1,520,0.69,0.26112394429794117,0.6900000000000002,69.00000000000001,100,False,per_latent_results
unmask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_unmask_sae_interp_results/dream_7b_layer1_l0_80.json,dream_7b_layer1_l0_80.json,1,80,0.8927472527472528,0.1788821978837465,0.8927472527472529,89.27472527472528,100,False,per_latent_results
unmask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_unmask_sae_interp_results/dream_7b_layer1_l0_820.json,dream_7b_layer1_l0_820.json,1,820,0.697857142857143,0.243874967965144,0.6978571428571427,69.78571428571428,100,False,per_latent_results
unmask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_unmask_sae_interp_results/dream_7b_layer23_l0_160.json,dream_7b_layer23_l0_160.json,23,160,0.7578571428571429,0.2490584309771832,0.7578571428571429,75.78571428571429,100,False,per_latent_results
unmask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_unmask_sae_interp_results/dream_7b_layer23_l0_320.json,dream_7b_layer23_l0_320.json,23,320,0.6578571428571429,0.28126808331888203,0.6578571428571428,65.78571428571428,100,False,per_latent_results
unmask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_unmask_sae_interp_results/dream_7b_layer23_l0_50.json.ckpt.json,dream_7b_layer23_l0_50.json.ckpt.json,23,50,,,0.7034632034632036,69.64285714285715,99,True,latents
unmask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_unmask_sae_interp_results/dream_7b_layer23_l0_520.json,dream_7b_layer23_l0_520.json,23,520,0.7292857142857143,0.25259772810715847,0.7292857142857143,72.92857142857143,100,False,per_latent_results
unmask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_unmask_sae_interp_results/dream_7b_layer23_l0_80.json.ckpt.json,dream_7b_layer23_l0_80.json.ckpt.json,23,80,,,0.766788766788767,75.91208791208793,99,True,latents
unmask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_unmask_sae_interp_results/dream_7b_layer23_l0_820.json,dream_7b_layer23_l0_820.json,23,820,0.6892857142857143,0.24915674109414152,0.6892857142857145,68.92857142857144,100,False,per_latent_results
unmask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_unmask_sae_interp_results/dream_7b_layer27_l0_160.json,dream_7b_layer27_l0_160.json,27,160,0.72,0.2550870199659364,0.72,72.0,100,False,per_latent_results
unmask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_unmask_sae_interp_results/dream_7b_layer27_l0_320.json,dream_7b_layer27_l0_320.json,27,320,0.7,0.2645751311064591,0.7000000000000002,70.00000000000001,100,False,per_latent_results
unmask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_unmask_sae_interp_results/dream_7b_layer27_l0_50.json,dream_7b_layer27_l0_50.json,27,50,0.7614285714285713,0.26190432900397126,0.7614285714285716,76.14285714285715,100,False,per_latent_results
unmask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_unmask_sae_interp_results/dream_7b_layer27_l0_520.json,dream_7b_layer27_l0_520.json,27,520,0.7257142857142856,0.27043426905174395,0.725714285714286,72.5714285714286,100,False,per_latent_results
unmask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_unmask_sae_interp_results/dream_7b_layer27_l0_80.json,dream_7b_layer27_l0_80.json,27,80,0.7342857142857143,0.26401144069211574,0.7342857142857145,73.42857142857146,100,False,per_latent_results
unmask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_unmask_sae_interp_results/dream_7b_layer27_l0_820.json,dream_7b_layer27_l0_820.json,27,820,0.6714285714285714,0.26302789485031386,0.6714285714285715,67.14285714285715,100,False,per_latent_results
unmask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_unmask_sae_interp_results/dream_7b_layer5_l0_160.json,dream_7b_layer5_l0_160.json,5,160,0.7514285714285713,0.21200693096101883,0.7514285714285713,75.14285714285714,100,False,per_latent_results
unmask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_unmask_sae_interp_results/dream_7b_layer5_l0_320.json,dream_7b_layer5_l0_320.json,5,320,0.7657142857142857,0.2283659790953181,0.7657142857142858,76.57142857142858,100,False,per_latent_results
unmask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_unmask_sae_interp_results/dream_7b_layer5_l0_50.json,dream_7b_layer5_l0_50.json,5,50,0.8314285714285714,0.2081306497057528,0.8314285714285715,83.14285714285715,100,False,per_latent_results
unmask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_unmask_sae_interp_results/dream_7b_layer5_l0_520.json,dream_7b_layer5_l0_520.json,5,520,0.7864285714285714,0.2195763546245453,0.7864285714285714,78.64285714285714,100,False,per_latent_results
unmask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_unmask_sae_interp_results/dream_7b_layer5_l0_80.json,dream_7b_layer5_l0_80.json,5,80,0.8064285714285714,0.18986971902881628,0.8064285714285715,80.64285714285715,100,False,per_latent_results
unmask,dream_7b,/home/dslabra5/sae4dlm/autointerp_hf/dream_unmask_sae_interp_results/dream_7b_layer5_l0_820.json,dream_7b_layer5_l0_820.json,5,820,0.7992857142857143,0.2348892487613545,0.7992857142857145,79.92857142857144,100,False,per_latent_results
llm,qwen2.5_7b,/home/dslabra5/sae4dlm/autointerp_hf/llm_sae_interp_results/qwen2.5_7b_layer10_l0_160.json,qwen2.5_7b_layer10_l0_160.json,10,160,0.787142857142857,0.19351211531971377,0.7871428571428573,78.71428571428572,100,False,per_latent_results
llm,qwen2.5_7b,/home/dslabra5/sae4dlm/autointerp_hf/llm_sae_interp_results/qwen2.5_7b_layer10_l0_320.json.ckpt.json,qwen2.5_7b_layer10_l0_320.json.ckpt.json,10,320,,,0.7415316642120766,71.92857142857143,97,True,latents
llm,qwen2.5_7b,/home/dslabra5/sae4dlm/autointerp_hf/llm_sae_interp_results/qwen2.5_7b_layer10_l0_50.json.ckpt.json,qwen2.5_7b_layer10_l0_50.json.ckpt.json,10,50,,,0.8066378066378068,79.85714285714288,99,True,latents
llm,qwen2.5_7b,/home/dslabra5/sae4dlm/autointerp_hf/llm_sae_interp_results/qwen2.5_7b_layer10_l0_520.json.ckpt.json,qwen2.5_7b_layer10_l0_520.json.ckpt.json,10,520,,,0.7341269841269841,70.47619047619047,96,True,latents
llm,qwen2.5_7b,/home/dslabra5/sae4dlm/autointerp_hf/llm_sae_interp_results/qwen2.5_7b_layer10_l0_80.json,qwen2.5_7b_layer10_l0_80.json,10,80,0.7885714285714286,0.1746483347081401,0.7885714285714286,78.85714285714286,100,False,per_latent_results
llm,qwen2.5_7b,/home/dslabra5/sae4dlm/autointerp_hf/llm_sae_interp_results/qwen2.5_7b_layer10_l0_820.json.ckpt.json,qwen2.5_7b_layer10_l0_820.json.ckpt.json,10,820,,,0.7398682877406284,69.54761904761907,94,True,latents
llm,qwen2.5_7b,/home/dslabra5/sae4dlm/autointerp_hf/llm_sae_interp_results/qwen2.5_7b_layer14_l0_160.json,qwen2.5_7b_layer14_l0_160.json,14,160,0.7433333333333333,0.2016817051794278,0.7433333333333334,74.33333333333334,100,False,per_latent_results
llm,qwen2.5_7b,/home/dslabra5/sae4dlm/autointerp_hf/llm_sae_interp_results/qwen2.5_7b_layer14_l0_320.json.ckpt.json,qwen2.5_7b_layer14_l0_320.json.ckpt.json,14,320,,,0.7441690962099126,72.92857142857143,98,True,latents
llm,qwen2.5_7b,/home/dslabra5/sae4dlm/autointerp_hf/llm_sae_interp_results/qwen2.5_7b_layer14_l0_50.json.ckpt.json,qwen2.5_7b_layer14_l0_50.json.ckpt.json,14,50,,,0.7507288629737611,73.57142857142858,98,True,latents
llm,qwen2.5_7b,/home/dslabra5/sae4dlm/autointerp_hf/llm_sae_interp_results/qwen2.5_7b_layer14_l0_520.json.ckpt.json,qwen2.5_7b_layer14_l0_520.json.ckpt.json,14,520,,,0.6918645870258773,64.34340659340658,93,True,latents
llm,qwen2.5_7b,/home/dslabra5/sae4dlm/autointerp_hf/llm_sae_interp_results/qwen2.5_7b_layer14_l0_80.json,qwen2.5_7b_layer14_l0_80.json,14,80,0.717857142857143,0.2291009491424232,0.717857142857143,71.78571428571429,100,False,per_latent_results
llm,qwen2.5_7b,/home/dslabra5/sae4dlm/autointerp_hf/llm_sae_interp_results/qwen2.5_7b_layer14_l0_820.json.ckpt.json,qwen2.5_7b_layer14_l0_820.json.ckpt.json,14,820,,,0.6823140627488453,62.77289377289377,92,True,latents
llm,qwen2.5_7b,/home/dslabra5/sae4dlm/autointerp_hf/llm_sae_interp_results/qwen2.5_7b_layer1_l0_160.json,qwen2.5_7b_layer1_l0_160.json,1,160,0.8271428571428571,0.1977371993328519,0.8271428571428572,82.71428571428572,100,False,per_latent_results
llm,qwen2.5_7b,/home/dslabra5/sae4dlm/autointerp_hf/llm_sae_interp_results/qwen2.5_7b_layer1_l0_320.json,qwen2.5_7b_layer1_l0_320.json,1,320,0.7857142857142857,0.18653664081715135,0.7857142857142857,78.57142857142857,100,False,per_latent_results
llm,qwen2.5_7b,/home/dslabra5/sae4dlm/autointerp_hf/llm_sae_interp_results/qwen2.5_7b_layer1_l0_50.json,qwen2.5_7b_layer1_l0_50.json,1,50,0.905,0.1421608028872622,0.9050000000000001,90.50000000000001,100,False,per_latent_results
llm,qwen2.5_7b,/home/dslabra5/sae4dlm/autointerp_hf/llm_sae_interp_results/qwen2.5_7b_layer1_l0_520.json,qwen2.5_7b_layer1_l0_520.json,1,520,0.7571428571428571,0.19743249944407504,0.7571428571428573,75.71428571428574,100,False,per_latent_results
llm,qwen2.5_7b,/home/dslabra5/sae4dlm/autointerp_hf/llm_sae_interp_results/qwen2.5_7b_layer1_l0_80.json,qwen2.5_7b_layer1_l0_80.json,1,80,0.8593073593073592,0.2018913214954289,0.8593073593073595,85.07142857142858,99,False,per_latent_results
llm,qwen2.5_7b,/home/dslabra5/sae4dlm/autointerp_hf/llm_sae_interp_results/qwen2.5_7b_layer1_l0_820.json,qwen2.5_7b_layer1_l0_820.json,1,820,0.7342857142857143,0.2109453938432254,0.7342857142857143,73.42857142857143,100,False,per_latent_results
llm,qwen2.5_7b,/home/dslabra5/sae4dlm/autointerp_hf/llm_sae_interp_results/qwen2.5_7b_layer23_l0_160.json.ckpt.json,qwen2.5_7b_layer23_l0_160.json.ckpt.json,23,160,,,0.8066378066378067,79.85714285714286,99,True,latents
llm,qwen2.5_7b,/home/dslabra5/sae4dlm/autointerp_hf/llm_sae_interp_results/qwen2.5_7b_layer23_l0_320.json.ckpt.json,qwen2.5_7b_layer23_l0_320.json.ckpt.json,23,320,,,0.7301587301587301,72.28571428571428,99,True,latents
llm,qwen2.5_7b,/home/dslabra5/sae4dlm/autointerp_hf/llm_sae_interp_results/qwen2.5_7b_layer23_l0_50.json.ckpt.json,qwen2.5_7b_layer23_l0_50.json.ckpt.json,23,50,,,0.6960816960816961,68.91208791208791,99,True,latents
llm,qwen2.5_7b,/home/dslabra5/sae4dlm/autointerp_hf/llm_sae_interp_results/qwen2.5_7b_layer23_l0_520.json,qwen2.5_7b_layer23_l0_520.json,23,520,0.6864285714285714,0.22335452737287234,0.6864285714285714,68.64285714285714,100,False,per_latent_results
llm,qwen2.5_7b,/home/dslabra5/sae4dlm/autointerp_hf/llm_sae_interp_results/qwen2.5_7b_layer23_l0_80.json,qwen2.5_7b_layer23_l0_80.json,23,80,0.7578571428571429,0.21114242219170357,0.7578571428571428,75.78571428571428,100,False,per_latent_results
llm,qwen2.5_7b,/home/dslabra5/sae4dlm/autointerp_hf/llm_sae_interp_results/qwen2.5_7b_layer23_l0_820.json,qwen2.5_7b_layer23_l0_820.json,23,820,0.7307142857142856,0.23665504905853574,0.7307142857142859,73.07142857142858,100,False,per_latent_results
llm,qwen2.5_7b,/home/dslabra5/sae4dlm/autointerp_hf/llm_sae_interp_results/qwen2.5_7b_layer27_l0_160.json,qwen2.5_7b_layer27_l0_160.json,27,160,0.7628571428571429,0.19843263391912538,0.762857142857143,76.2857142857143,100,False,per_latent_results
llm,qwen2.5_7b,/home/dslabra5/sae4dlm/autointerp_hf/llm_sae_interp_results/qwen2.5_7b_layer27_l0_320.json,qwen2.5_7b_layer27_l0_320.json,27,320,0.7157142857142857,0.22789632444135108,0.7157142857142859,71.57142857142858,100,False,per_latent_results
llm,qwen2.5_7b,/home/dslabra5/sae4dlm/autointerp_hf/llm_sae_interp_results/qwen2.5_7b_layer27_l0_50.json.ckpt.json,qwen2.5_7b_layer27_l0_50.json.ckpt.json,27,50,,,0.7543731778425656,73.92857142857143,98,True,latents
llm,qwen2.5_7b,/home/dslabra5/sae4dlm/autointerp_hf/llm_sae_interp_results/qwen2.5_7b_layer27_l0_520.json,qwen2.5_7b_layer27_l0_520.json,27,520,0.717857142857143,0.23329384991500154,0.7178571428571431,71.7857142857143,100,False,per_latent_results
llm,qwen2.5_7b,/home/dslabra5/sae4dlm/autointerp_hf/llm_sae_interp_results/qwen2.5_7b_layer27_l0_80.json,qwen2.5_7b_layer27_l0_80.json,27,80,0.7404761904761905,0.23068221802793062,0.7404761904761905,74.04761904761905,100,False,per_latent_results
llm,qwen2.5_7b,/home/dslabra5/sae4dlm/autointerp_hf/llm_sae_interp_results/qwen2.5_7b_layer27_l0_820.json.ckpt.json,qwen2.5_7b_layer27_l0_820.json.ckpt.json,27,820,,,0.7299182299182301,72.26190476190477,99,True,latents
llm,qwen2.5_7b,/home/dslabra5/sae4dlm/autointerp_hf/llm_sae_interp_results/qwen2.5_7b_layer5_l0_160.json.ckpt.json,qwen2.5_7b_layer5_l0_160.json.ckpt.json,5,160,,,0.8073593073593074,79.92857142857143,99,True,latents
llm,qwen2.5_7b,/home/dslabra5/sae4dlm/autointerp_hf/llm_sae_interp_results/qwen2.5_7b_layer5_l0_320.json,qwen2.5_7b_layer5_l0_320.json,5,320,0.7435714285714287,0.1992575504932534,0.7435714285714287,74.35714285714286,100,False,per_latent_results
